stars,reviews,category,isBestSeller,boughtInLastMonth,estimatedRevenue,priceOptimality,price
0.8143201609354145,0.0,0.645386991997712,0.0,0.8909729162061171,0.0,0.0,16.99
0.2394259252812132,0.0,0.0561511451817438,0.0,0.0,0.0,0.0,19.49
0.8143201609354145,0.0,0.4831484672494795,0.0,0.0,0.0,0.0,11.99
0.758594655242711,0.0,0.9362731626810796,0.0,0.8470395676234036,0.0,0.0,23.99
0.705776787567053,0.0,0.6773349558468611,0.0,0.0,0.0,0.0,26.19
0.4090506196723468,0.9958536117796914,0.8944824684482623,0.0,0.0,0.993278527282075,0.9990281346434793,6.31
0.8143201609354145,0.0,0.31145245241715214,0.0,0.0,0.0,0.0,59.99
0.6557635942374075,0.0,0.7016405653792153,0.0,0.0,0.0,0.0,196.7
0.48176328860691836,0.995722072214517,0.6703054084655269,0.0,0.0,0.9959760137073809,0.9990281346434793,19.99
0.758594655242711,0.9844543604901903,0.8944824684482623,0.0,0.695115574719323,0.9898880393807045,0.9873392306834251,8.98
0.8730581254475995,0.0,0.8234434303550884,0.0,0.8307795046455165,0.0,0.0,10.99
0.0,0.0,0.8043711429958463,0.0,0.0,0.0,0.0,15.99
0.48176328860691836,0.0,0.9857121071316427,0.0,0.7554272310990426,0.0,0.0,24.99
0.0,0.0,0.5864074133759125,0.0,0.0,0.0,0.0,11.79
0.4442940090891156,0.0,0.3715349288831262,0.0,0.0,0.0,0.0,39.99
0.705776787567053,0.0,0.9942980941169247,0.0,0.0,0.0,0.0,130.0
1.0,0.0,0.7187311305670839,0.0,0.0,0.0,0.0,70.07
0.8143201609354145,0.0,0.6738250407155622,0.0,0.0,0.0,0.0,36.99
0.4442940090891156,0.0,0.9828411723942857,0.0,0.8055594147691001,0.0,0.0,4.99
0.8730581254475995,0.0,0.0,0.0,0.0,0.0,0.0,103.99
0.5637486613813445,0.0,0.7221233196626267,0.0,0.0,0.0,0.0,17.94
0.705776787567053,0.0,0.3715349288831262,0.0,0.0,0.0,0.0,31.98
0.758594655242711,0.0,0.23284089620059795,0.0,0.695115574719323,0.0,0.0,104.99
0.8730581254475995,0.0,0.652557812554901,0.0,0.0,0.0,0.0,19.0
0.6557635942374075,0.0,0.6843260380042613,0.0,0.0,0.0,0.0,329.98
0.8143201609354145,0.0,0.31145245241715214,0.0,0.0,0.0,0.0,27.95
0.8730581254475995,0.0,0.5750013477805608,0.0,0.9624633546970087,0.0,0.0,5.97
0.6557635942374075,0.0,0.017372460477773632,0.0,0.0,0.0,0.0,74.15
0.8730581254475995,0.0,0.4089427500213739,0.0,0.7554272310990426,0.0,0.0,10.95
0.705776787567053,0.9935951038386547,0.3810622996535392,0.0,0.0,0.9962871551450795,0.9990281346434793,34.88
0.48176328860691836,0.0,0.7588966069954828,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.03176404824627432,0.0,0.0,0.0,0.0,119.63
0.3759431556019339,0.0,0.7119210791704275,0.0,0.0,0.0,0.0,0.0
0.6084539686796343,0.0,0.5360837226501586,0.0,0.7554272310990426,0.0,0.0,39.99
0.0,0.0,0.6051626730701443,0.0,0.0,0.0,0.0,49.99
0.8143201609354145,0.9929437003135377,0.6125792679517744,0.0,0.0,0.995000723634382,0.9990281346434793,19.99
0.5215502798560964,0.0,0.6981959333181449,0.0,0.0,0.0,0.0,46.5
0.8143201609354145,0.0,0.691279443522111,0.0,0.7554272310990426,0.0,0.0,19.98
1.0,0.0,0.3618808444246417,0.0,0.0,0.0,0.0,9.99
0.5637486613813445,0.0,0.26793341146473904,0.0,0.0,0.0,0.0,10.99
0.705776787567053,0.0,0.7050762420057441,0.0,0.0,0.0,0.0,24.99
0.758594655242711,0.9925674669130344,0.9885785546682353,0.0,0.0,0.9944929251111808,0.9873392306834251,16.99
0.758594655242711,0.0,0.11367861821583053,0.0,0.7554272310990426,0.0,0.0,25.99
1.0,0.7713442780539885,0.1815019520972878,0.0,0.0,0.9688923660677358,0.0,11.99
0.705776787567053,0.0,0.9362731626810796,0.0,0.7554272310990426,0.0,0.0,11.99
0.705776787567053,0.0,0.5479107448834255,0.0,0.7554272310990426,0.0,0.0,19.99
0.705776787567053,0.0,0.6162698374365357,0.0,0.0,0.0,0.0,10.99
0.758594655242711,0.0,0.6561276165274902,0.0,0.0,0.0,0.0,115.0
0.0,0.0,0.9155056970033577,0.0,0.0,0.0,0.0,58.99
0.758594655242711,0.0,0.2565016573205296,0.0,0.8470395676234036,0.0,0.0,12.68
0.758594655242711,0.0,0.4789525183641775,0.0,0.8055594147691001,0.0,0.0,13.9
0.6084539686796343,0.0,0.15309489158889494,0.0,0.7554272310990426,0.0,0.0,12.73
0.705776787567053,0.0,0.5079381367051873,0.0,0.8307795046455165,0.0,0.0,8.78
0.705776787567053,0.0,0.745636420579538,0.0,0.8751875680129666,0.0,0.0,9.89
0.758594655242711,0.0,0.5360837226501586,0.0,0.8055594147691001,0.0,0.0,13.99
0.3759431556019339,0.0,0.5241183269429397,0.0,0.8307795046455165,0.0,0.0,14.99
0.705776787567053,0.0,0.666775955962056,0.0,0.0,0.0,0.0,0.0
0.6084539686796343,0.0,0.9942980941169247,0.0,0.0,0.0,0.0,0.0
0.3448835089593717,0.0,0.8485122820776854,0.0,0.695115574719323,0.0,0.0,42.95
0.011570431089301447,0.5218198075748837,0.45767737825513166,0.0,0.695115574719323,0.9707227453035813,0.0,40.99
0.6557635942374075,0.0,0.6417857422859674,0.0,0.0,0.0,0.0,64.95
0.8730581254475995,0.0,0.39512898182842715,0.0,0.0,0.0,0.0,33.32
0.8143201609354145,0.0,0.0868919862211624,0.0,0.9175030426109484,0.0,0.0,15.9
0.758594655242711,0.0,0.5360837226501586,0.0,0.8055594147691001,0.0,0.0,17.99
0.6557635942374075,0.0,0.5360837226501586,0.0,0.8055594147691001,0.0,0.0,62.99
0.5215502798560964,0.0,0.23284089620059795,0.0,0.0,0.0,0.0,24.99
0.6084539686796343,0.0,0.3320884504974902,0.0,0.0,0.0,0.0,12.99
0.8730581254475995,0.0,0.5976978274496977,0.0,0.695115574719323,0.0,0.0,99.98
